record_id,error_type,token_index,token_text,token_start,assigned_label,expected_label,span_start,span_end,span_text,span_type
uvisd4sa_train_4784,wrong_start_label,41,ngày,81,I-ASP,B-ASP,82,100,"gày không hết, màn",aspect
uvisd4sa_train_4784,wrong_inside_label,46,",",95,B-ASP,I-ASP,82,100,"gày không hết, màn",aspect
uvisd4sa_train_4789,wrong_start_label,21,vẫn,41,I-ASP,B-ASP,43,48,n chạ,aspect
uvisd4sa_train_4789,wrong_start_label,25,vi,50,I-ASP,B-ASP,50,66,"vi vu, pin bền, ",aspect
uvisd4sa_train_4789,wrong_inside_label,28,",",55,B-ASP,I-ASP,50,66,"vi vu, pin bền, ",aspect
uvisd4sa_train_4790,wrong_start_label,38,nhak,86,I-ASP,B-ASP,89,95,k vì c,aspect
uvisd4sa_train_4790,wrong_inside_label,39, ,90,B-ASP,I-ASP,89,95,k vì c,aspect
uvisd4sa_train_4792,wrong_start_label,4,phẩm,9,I-ASP,B-ASP,12,26,m tốt .chơi ga,aspect
uvisd4sa_train_4792,wrong_inside_label,7, ,17,B-ASP,I-ASP,12,26,m tốt .chơi ga,aspect
uvisd4sa_train_4792,wrong_start_label,21,cau,46,I-ASP,B-ASP,46,137,cau hình mạnh .chỉ có điều camera chụp thì ko bằng sản phẩm cua realme .như realme 5 cũng g,aspect
uvisd4sa_train_4792,wrong_inside_label,26, ,59,B-ASP,I-ASP,46,137,cau hình mạnh .chỉ có điều camera chụp thì ko bằng sản phẩm cua realme .như realme 5 cũng g,aspect
uvisd4sa_train_4793,wrong_start_label,46,Pin,84,I-ASP,B-ASP,84,92,Pin trâu,aspect
uvisd4sa_train_4795,wrong_start_label,13, ,28,I-ASP,B-ASP,28,41, tốt pin kh t,aspect
uvisd4sa_train_4795,wrong_inside_label,15, ,32,B-ASP,I-ASP,28,41, tốt pin kh t,aspect
uvisd4sa_train_4795,wrong_start_label,20,trâu,40,I-ASP,B-ASP,42,102,âu lắm điểm atutu 280k tương đối cao chơi pubg fps drop chỉ ,aspect
uvisd4sa_train_4795,wrong_inside_label,21, ,44,B-ASP,I-ASP,42,102,âu lắm điểm atutu 280k tương đối cao chơi pubg fps drop chỉ ,aspect
uvisd4sa_train_4801,wrong_start_label,54,game,109,I-ASP,B-ASP,109,120,game thì ok,aspect
uvisd4sa_train_4803,wrong_start_label,20,giao,41,I-ASP,B-ASP,43,62,ao hàng tốt k có đi,aspect
uvisd4sa_train_4803,wrong_inside_label,21, ,45,B-ASP,I-ASP,43,62,ao hàng tốt k có đi,aspect
uvisd4sa_train_4809,wrong_start_label,42,màu,83,I-ASP,B-ASP,83,110,"màu hồng nó lên màu đỏ, lướ",aspect
uvisd4sa_train_4809,wrong_inside_label,53,",",105,B-ASP,I-ASP,83,110,"màu hồng nó lên màu đỏ, lướ",aspect
uvisd4sa_train_4813,wrong_start_label,14,nhanh,30,I-ASP,B-ASP,33,110,nh Nhưng chơi game thì giật lag liên tục đù 4g hay wifi thì củng lag .lâu lâu,aspect
uvisd4sa_train_4813,wrong_inside_label,15, ,35,B-ASP,I-ASP,33,110,nh Nhưng chơi game thì giật lag liên tục đù 4g hay wifi thì củng lag .lâu lâu,aspect
uvisd4sa_train_4822,wrong_start_label,6,tuyệt,13,I-ASP,B-ASP,16,41,ệt.Pin xài thông thường t,aspect
uvisd4sa_train_4822,wrong_inside_label,7,.,18,B-ASP,I-ASP,16,41,ệt.Pin xài thông thường t,aspect
uvisd4sa_train_4822,wrong_start_label,28,đều,63,I-ASP,B-ASP,65,106,u lớn vs rất trong.mấy xài rất mượt vs em,aspect
uvisd4sa_train_4822,wrong_inside_label,37,.,83,B-ASP,I-ASP,65,106,u lớn vs rất trong.mấy xài rất mượt vs em,aspect
uvisd4sa_train_4824,wrong_start_label,6,tính,12,I-ASP,B-ASP,14,42,nh các chức năng mượt mà lướ,aspect
uvisd4sa_train_4824,wrong_inside_label,7, ,16,B-ASP,I-ASP,14,42,nh các chức năng mượt mà lướ,aspect
uvisd4sa_train_4824,wrong_start_label,26,chụp,57,I-ASP,B-ASP,59,85,ụp ảnh đều ok.nói chung là,aspect
uvisd4sa_train_4824,wrong_inside_label,27, ,61,B-ASP,I-ASP,59,85,ụp ảnh đều ok.nói chung là,aspect
uvisd4sa_train_4825,wrong_start_label,25, ,49,I-ASP,B-ASP,49,55, lí hơ,aspect
uvisd4sa_train_4826,wrong_start_label,32,cấu,66,I-ASP,B-ASP,66,81,cấu hình Ram 8G,aspect
uvisd4sa_train_4826,wrong_inside_label,35, ,74,B-ASP,I-ASP,66,81,cấu hình Ram 8G,aspect
uvisd4sa_train_4828,wrong_inside_label,1,",",4,B-ASP,I-ASP,3,131,"t, mình thích khả năng chống nước của sp này, đã test thử và hài lòng. Các bác cứ nói màu sơn không bền nhưng mình ko dùng ốp đế",aspect
uvisd4sa_train_4830,wrong_start_label,41, ,93,I-ASP,B-ASP,93,157," cả gem nhưng vẫn rất hào pin, chụp ảnh thì cũng chưa tốt nhất l",aspect
uvisd4sa_train_4830,wrong_inside_label,55,",",122,B-ASP,I-ASP,93,157," cả gem nhưng vẫn rất hào pin, chụp ảnh thì cũng chưa tốt nhất l",aspect
uvisd4sa_train_4831,wrong_start_label,35,nói,74,I-ASP,B-ASP,76,94,"i, va tac wifi lun",aspect
uvisd4sa_train_4831,wrong_inside_label,36,",",77,B-ASP,I-ASP,76,94,"i, va tac wifi lun",aspect
uvisd4sa_train_4832,wrong_start_label,16,vẫn,30,I-ASP,B-ASP,31,39,ẫn mượt.,aspect
uvisd4sa_train_4832,wrong_inside_label,19,.,38,B-ASP,I-ASP,31,39,ẫn mượt.,aspect
uvisd4sa_train_4833,wrong_start_label,22,rất,38,I-ASP,B-ASP,39,66,ất mau chơi game ko mượt lư,aspect
uvisd4sa_train_4833,wrong_inside_label,25, ,45,B-ASP,I-ASP,39,66,ất mau chơi game ko mượt lư,aspect
uvisd4sa_train_4834,wrong_inside_label,37, ,86,B-ASP,I-ASP,71,98,t wifi cực tốt4 giao diện v,aspect
uvisd4sa_train_4834,wrong_start_label,95,cảm,209,I-ASP,B-ASP,209,221,cảm ứng okey,aspect
uvisd4sa_train_4834,wrong_start_label,56,trâu,126,I-ASP,B-ASP,129,145,u chó chọi chim ,aspect
uvisd4sa_train_4834,wrong_inside_label,57, ,130,B-ASP,I-ASP,129,145,u chó chọi chim ,aspect
uvisd4sa_train_4835,wrong_start_label,34,cảm,69,I-ASP,B-ASP,69,85,cảm biến mượt mà,aspect
uvisd4sa_train_4837,wrong_start_label,4,ngon,5,I-ASP,B-ASP,8,30,n chơi game mượt khỏ,aspect
uvisd4sa_train_4837,wrong_inside_label,5, ,9,B-ASP,I-ASP,8,30,n chơi game mượt khỏ,aspect
uvisd4sa_train_4838,wrong_start_label,27,không,54,I-ASP,B-ASP,57,126,"ng lỗi thời, cảm biến vân tay rất nhạy, không hổ danh là hãng làm ra ",aspect
uvisd4sa_train_4838,wrong_inside_label,32,",",68,B-ASP,I-ASP,57,126,"ng lỗi thời, cảm biến vân tay rất nhạy, không hổ danh là hãng làm ra ",aspect
uvisd4sa_train_4838,wrong_start_label,89, ,192,I-ASP,B-ASP,192,236," game siêu tốc, máy không nóng, tản nhiệt tố",aspect
uvisd4sa_train_4839,wrong_start_label,2,tuyệt,4,I-ASP,B-ASP,8,14,t.máy ,aspect
uvisd4sa_train_4839,wrong_inside_label,3,.,9,B-ASP,I-ASP,8,14,t.máy ,aspect
uvisd4sa_train_4839,wrong_start_label,33,ko,74,I-ASP,B-ASP,74,106,"ko ám vàng là điểm + ,mọi chức n",aspect
uvisd4sa_train_4839,wrong_inside_label,44, ,94,B-ASP,I-ASP,74,106,"ko ám vàng là điểm + ,mọi chức n",aspect
uvisd4sa_train_4841,wrong_start_label,2,đẹp,4,I-ASP,B-ASP,6,18,"p , chụp ảnh",aspect
uvisd4sa_train_4841,wrong_inside_label,3, ,7,B-ASP,I-ASP,6,18,"p , chụp ảnh",aspect
uvisd4sa_train_4843,wrong_start_label,13,Pin,29,I-ASP,B-ASP,31,65,n lâu. TGDĐ nhiều chế độ ưu đãi. T,aspect
uvisd4sa_train_4843,wrong_inside_label,16,.,36,B-ASP,I-ASP,31,65,n lâu. TGDĐ nhiều chế độ ưu đãi. T,aspect
uvisd4sa_train_4845,wrong_start_label,28, ,57,I-ASP,B-ASP,57,105," so với note 9, vân tay đôi khi chưa nhạy lắm, n",aspect
uvisd4sa_train_4845,wrong_inside_label,36,",",71,B-ASP,I-ASP,57,105," so với note 9, vân tay đôi khi chưa nhạy lắm, n",aspect
uvisd4sa_train_4850,wrong_start_label,26,ko,56,I-ASP,B-ASP,57,66,o bị giật,aspect
uvisd4sa_train_4850,wrong_inside_label,27, ,58,B-ASP,I-ASP,57,66,o bị giật,aspect
uvisd4sa_train_4851,wrong_start_label,22,camera,44,I-ASP,B-ASP,47,104,"era quá ok. Đt sạc nhanh, xài đến cuối ngày pin vẫn còn 7",aspect
uvisd4sa_train_4851,wrong_inside_label,23, ,50,B-ASP,I-ASP,47,104,"era quá ok. Đt sạc nhanh, xài đến cuối ngày pin vẫn còn 7",aspect
uvisd4sa_train_4852,wrong_start_label,22,vẫn,45,I-ASP,B-ASP,45,57,vẫn tay nhạy,aspect
uvisd4sa_train_4854,wrong_inside_label,13, ,30,B-ASP,I-ASP,21,32, pin trâu c,aspect
uvisd4sa_train_4855,wrong_start_label,29,mặc,65,I-ASP,B-ASP,67,78,c dù đã tắt,aspect
uvisd4sa_train_4858,wrong_start_label,56,tốt,121,I-ASP,B-ASP,121,244,tốt. Camera trước thì ổn.Hiệu năng chơi game tốt. Máy trang bị con chíp thế hệ mới nên có vài tựa game chưa đc tối ưu như c,aspect
uvisd4sa_train_4858,wrong_inside_label,66,.,145,B-ASP,I-ASP,121,244,tốt. Camera trước thì ổn.Hiệu năng chơi game tốt. Máy trang bị con chíp thế hệ mới nên có vài tựa game chưa đc tối ưu như c,aspect
uvisd4sa_train_4860,wrong_start_label,243,vào,502,I-ASP,B-ASP,502,527,vào mới chắc tay nhẹ hơn ,aspect
uvisd4sa_train_4861,wrong_start_label,9,nhanh,16,I-ASP,B-ASP,18,32,"anh, chụp ảnh ",aspect
uvisd4sa_train_4861,wrong_inside_label,10,",",21,B-ASP,I-ASP,18,32,"anh, chụp ảnh ",aspect
uvisd4sa_train_4863,wrong_start_label,10,lại,19,I-ASP,B-ASP,21,42,i 4tr3 trong khi sài ,aspect
uvisd4sa_train_4863,wrong_inside_label,13, ,27,B-ASP,I-ASP,21,42,i 4tr3 trong khi sài ,aspect
uvisd4sa_train_4865,wrong_start_label,21, ,45,I-ASP,B-ASP,45,66, lag nhưng các chức n,aspect
uvisd4sa_train_4865,wrong_inside_label,23, ,49,B-ASP,I-ASP,45,66, lag nhưng các chức n,aspect
uvisd4sa_train_4865,wrong_start_label,84,trâu,185,I-ASP,B-ASP,187,197,âu nhưng x,aspect
uvisd4sa_train_4865,wrong_start_label,92,tục,205,I-ASP,B-ASP,207,218,c thì tầm n,aspect
uvisd4sa_train_4867,wrong_start_label,62,chui,125,I-ASP,B-ASP,128,155,i vào phòng trọ là mất sóng,aspect
uvisd4sa_train_4872,wrong_start_label,10,ăn,21,I-ASP,B-ASP,22,55,n như gì đt này đem về sài bỏ túi,aspect
uvisd4sa_train_4872,wrong_inside_label,15, ,30,B-ASP,I-ASP,22,55,n như gì đt này đem về sài bỏ túi,aspect
uvisd4sa_train_4873,wrong_start_label,12, ,25,I-ASP,B-ASP,25,32," mà, nh",aspect
uvisd4sa_train_4873,wrong_start_label,16,nhanh,30,I-ASP,B-ASP,34,44,"h, pin khỏ",aspect
uvisd4sa_train_4873,wrong_inside_label,17,",",35,B-ASP,I-ASP,34,44,"h, pin khỏ",aspect
uvisd4sa_train_4873,wrong_start_label,49,tôi,98,I-ASP,B-ASP,98,123,tôi rất ưng ý về sản phẩm,aspect
uvisd4sa_train_4873,wrong_inside_label,60, ,118,B-ASP,I-ASP,98,123,tôi rất ưng ý về sản phẩm,aspect
uvisd4sa_train_4873,wrong_start_label,61,phẩm,119,I-ASP,B-ASP,119,132,"phẩm, Nhân vi",aspect
uvisd4sa_train_4873,wrong_inside_label,62,",",123,B-ASP,I-ASP,119,132,"phẩm, Nhân vi",aspect
uvisd4sa_train_4879,wrong_start_label,26,điều,49,I-ASP,B-ASP,50,63,iều ổn.chỉ có,aspect
uvisd4sa_train_4879,wrong_inside_label,29,.,56,B-ASP,I-ASP,50,63,iều ổn.chỉ có,aspect
uvisd4sa_train_4886,wrong_start_label,56, ,111,I-ASP,B-ASP,111,132, nên hơi xấu k đẹp lắ,aspect
uvisd4sa_train_4887,wrong_start_label,33,gọi,69,I-ASP,B-ASP,71,87,i video call quá,aspect
uvisd4sa_train_4888,wrong_start_label,20, ,38,I-ASP,B-ASP,38,104," của tôi. Đơ lag liên tục, mặc dù chẳng cài đặt ứng dụng gì. Chỉ n",aspect
uvisd4sa_train_4888,wrong_inside_label,24,.,46,B-ASP,I-ASP,38,104," của tôi. Đơ lag liên tục, mặc dù chẳng cài đặt ứng dụng gì. Chỉ n",aspect
uvisd4sa_train_4890,wrong_start_label,92,bạn,187,I-ASP,B-ASP,187,217,bạn gái mình cũng rất hài lòng,aspect
uvisd4sa_train_4890,wrong_inside_label,97, ,199,B-ASP,I-ASP,187,217,bạn gái mình cũng rất hài lòng,aspect
uvisd4sa_train_4892,wrong_start_label,53,giây,97,I-ASP,B-ASP,100,139,y. Nói chung là quá tệ . Samsung bây gi,aspect
uvisd4sa_train_4892,wrong_inside_label,54,.,101,B-ASP,I-ASP,100,139,y. Nói chung là quá tệ . Samsung bây gi,aspect
uvisd4sa_train_4893,wrong_start_label,33,Miui12,64,I-ASP,B-ASP,68,72,12 s,aspect
uvisd4sa_train_4893,wrong_inside_label,34, ,70,B-ASP,I-ASP,68,72,12 s,aspect
uvisd4sa_train_4893,wrong_start_label,35,sài,71,I-ASP,B-ASP,73,79,i ổn đ,aspect
uvisd4sa_train_4893,wrong_inside_label,36, ,74,B-ASP,I-ASP,73,79,i ổn đ,aspect
uvisd4sa_train_4893,wrong_start_label,39,định,78,I-ASP,B-ASP,79,87,ịnh. Mượ,aspect
uvisd4sa_train_4893,wrong_inside_label,40,.,82,B-ASP,I-ASP,79,87,ịnh. Mượ,aspect
uvisd4sa_train_4898,wrong_start_label,44, ,102,I-ASP,B-ASP,102,123, vin chất lượng tốt. ,aspect
uvisd4sa_train_4898,wrong_inside_label,52,.,121,B-ASP,I-ASP,102,123, vin chất lượng tốt. ,aspect
uvisd4sa_train_4899,wrong_start_label,27, ,60,I-ASP,B-ASP,60,78," ok, khá nhanh. Nó",aspect
uvisd4sa_train_4899,wrong_inside_label,34,.,74,B-ASP,I-ASP,60,78," ok, khá nhanh. Nó",aspect
uvisd4sa_train_4908,wrong_start_label,14,dùng,32,I-ASP,B-ASP,35,55,g kém quá. Màn hình ,aspect
uvisd4sa_train_4908,wrong_inside_label,19,.,44,B-ASP,I-ASP,35,55,g kém quá. Màn hình ,aspect
uvisd4sa_train_4910,wrong_start_label,14, ,33,I-ASP,B-ASP,33,39, rất m,aspect
uvisd4sa_train_4915,wrong_start_label,26,chiến,51,I-ASP,B-ASP,55,68,n game thì ok,aspect
uvisd4sa_train_4916,wrong_start_label,42,mua,97,I-ASP,B-ASP,98,130,ua 3năm trước. Tệ hơn máy j7pro ,aspect
uvisd4sa_train_4916,wrong_inside_label,47,.,111,B-ASP,I-ASP,98,130,ua 3năm trước. Tệ hơn máy j7pro ,aspect
uvisd4sa_train_4919,wrong_start_label,8,mà,16,I-ASP,B-ASP,16,26,"mà nữa ,mì",aspect
uvisd4sa_train_4919,wrong_inside_label,9, ,18,B-ASP,I-ASP,16,26,"mà nữa ,mì",aspect
uvisd4sa_train_4924,wrong_start_label,9,trâu,19,I-ASP,B-ASP,19,25,trâu m,aspect
uvisd4sa_train_4924,wrong_inside_label,10, ,23,B-ASP,I-ASP,19,25,trâu m,aspect
uvisd4sa_train_4925,wrong_start_label,21,năng,42,I-ASP,B-ASP,45,77,"g rất ưu Việt, dùng máy liên tục",aspect
uvisd4sa_train_4925,wrong_inside_label,22, ,46,B-ASP,I-ASP,45,77,"g rất ưu Việt, dùng máy liên tục",aspect
uvisd4sa_train_4931,wrong_start_label,27,bắt,59,I-ASP,B-ASP,60,75,ắt mắt ghê luôn,aspect
uvisd4sa_train_4932,wrong_start_label,7, ,17,I-ASP,B-ASP,17,26," ổn, pin ",aspect
uvisd4sa_train_4932,wrong_inside_label,9,",",20,B-ASP,I-ASP,17,26," ổn, pin ",aspect
uvisd4sa_train_4932,wrong_inside_label,23,",",45,B-ASP,I-ASP,36,103,"t hơi dài,loa tốt, cảm ứng vân tay chưa được ổn lắm mình phải thử 2",aspect
uvisd4sa_train_4933,wrong_start_label,5, ,12,I-ASP,B-ASP,12,19," đẹp, g",aspect
uvisd4sa_train_4933,wrong_inside_label,7,",",16,B-ASP,I-ASP,12,19," đẹp, g",aspect
uvisd4sa_train_4935,wrong_start_label,65,note,133,I-ASP,B-ASP,133,159,note 9s nằm ngoài mong đợi,aspect
uvisd4sa_train_4935,wrong_inside_label,66, ,137,B-ASP,I-ASP,133,159,note 9s nằm ngoài mong đợi,aspect
uvisd4sa_train_4936,wrong_start_label,28, ,58,I-ASP,B-ASP,58,83, ý với sản phẩm này. Choi,aspect
uvisd4sa_train_4936,wrong_inside_label,38,.,77,B-ASP,I-ASP,58,83, ý với sản phẩm này. Choi,aspect
uvisd4sa_train_4937,wrong_start_label,100,con,196,I-ASP,B-ASP,196,214,con a31 này quá tệ,aspect
uvisd4sa_train_4938,wrong_start_label,16,android,35,I-ASP,B-ASP,40,48,id 9 Và ,aspect
uvisd4sa_train_4938,wrong_inside_label,17, ,42,B-ASP,I-ASP,40,48,id 9 Và ,aspect
uvisd4sa_train_4939,wrong_start_label,20,chụp,45,I-ASP,B-ASP,45,58,chụp hình đẹp,aspect
uvisd4sa_train_4942,wrong_start_label,9,ảnh,18,I-ASP,B-ASP,19,31,nh đẹp Chơi ,aspect
uvisd4sa_train_4942,wrong_inside_label,12, ,25,B-ASP,I-ASP,19,31,nh đẹp Chơi ,aspect
uvisd4sa_train_4945,wrong_start_label,6,con,14,I-ASP,B-ASP,16,25,"n này,vừa",aspect
uvisd4sa_train_4945,wrong_inside_label,7, ,17,B-ASP,I-ASP,16,25,"n này,vừa",aspect
uvisd4sa_train_4946,wrong_start_label,4,đẹp,8,I-ASP,B-ASP,9,28,ẹp.Chụp cận cảnh kh,aspect
uvisd4sa_train_4946,wrong_inside_label,5,.,11,B-ASP,I-ASP,9,28,ẹp.Chụp cận cảnh kh,aspect
uvisd4sa_train_4946,wrong_inside_label,24,.,55,B-ASP,I-ASP,42,79,hơi game mượt. Nói chung là trong tầm,aspect
uvisd4sa_train_4947,wrong_start_label,8,hài,15,I-ASP,B-ASP,17,24,i lòng>,aspect
uvisd4sa_train_4947,wrong_inside_label,9, ,18,B-ASP,I-ASP,17,24,i lòng>,aspect
uvisd4sa_train_4956,wrong_start_label,23, ,54,I-ASP,B-ASP,54,76," không nét lắm, nói ch",aspect
uvisd4sa_train_4956,wrong_inside_label,29,",",68,B-ASP,I-ASP,54,76," không nét lắm, nói ch",aspect
uvisd4sa_train_4958,wrong_start_label,26, ,52,I-ASP,B-ASP,52,79," thì hơi tệ, cam trước bật ",aspect
uvisd4sa_train_4958,wrong_inside_label,32,",",63,B-ASP,I-ASP,52,79," thì hơi tệ, cam trước bật ",aspect
uvisd4sa_train_4960,wrong_start_label,10,rẻCamera,24,I-ASP,B-ASP,26,36,Camera đẹp,aspect
uvisd4sa_train_4960,wrong_inside_label,11, ,32,B-ASP,I-ASP,26,36,Camera đẹp,aspect
uvisd4sa_train_4960,wrong_start_label,12,đẹpRam,33,I-ASP,B-ASP,36,57,Ram và dung lượng tốt,aspect
uvisd4sa_train_4960,wrong_inside_label,13, ,39,B-ASP,I-ASP,36,57,Ram và dung lượng tốt,aspect
uvisd4sa_train_4960,wrong_start_label,20,tốtCực,54,I-ASP,B-ASP,57,64,Cực tốt,aspect
uvisd4sa_train_4960,wrong_inside_label,21, ,60,B-ASP,I-ASP,57,64,Cực tốt,aspect
uvisd4sa_train_4961,wrong_start_label,10, ,19,I-ASP,B-ASP,19,30, đẹp và chụ,aspect
uvisd4sa_train_4961,wrong_inside_label,12, ,23,B-ASP,I-ASP,19,30, đẹp và chụ,aspect
uvisd4sa_train_4961,wrong_start_label,15,chụp,27,I-ASP,B-ASP,30,42,p hình khá đ,aspect
uvisd4sa_train_4961,wrong_inside_label,16, ,31,B-ASP,I-ASP,30,42,p hình khá đ,aspect
uvisd4sa_train_4965,wrong_start_label,13,vọng,28,I-ASP,B-ASP,30,65,"ng xíu, còn lại mọi thứ khá Ok.Máy ",aspect
uvisd4sa_train_4965,wrong_inside_label,16,",",36,B-ASP,I-ASP,30,65,"ng xíu, còn lại mọi thứ khá Ok.Máy ",aspect
uvisd4sa_train_4966,wrong_start_label,14, ,25,I-ASP,B-ASP,25,61," ảo ảo, camera MP cao mà chụp hình k",aspect
uvisd4sa_train_4966,wrong_inside_label,18,",",31,B-ASP,I-ASP,25,61," ảo ảo, camera MP cao mà chụp hình k",aspect
uvisd4sa_train_4966,wrong_start_label,32,kém,60,I-ASP,B-ASP,62,79,m mờ mờ sao ý . v,aspect
uvisd4sa_train_4966,wrong_inside_label,33, ,63,B-ASP,I-ASP,62,79,m mờ mờ sao ý . v,aspect
uvisd4sa_train_4966,wrong_start_label,44,vào,78,I-ASP,B-ASP,79,123,ào xem hình hay bị mờ chơi game pubg thì giậ,aspect
uvisd4sa_train_4966,wrong_inside_label,45, ,81,B-ASP,I-ASP,79,123,ào xem hình hay bị mờ chơi game pubg thì giậ,aspect
uvisd4sa_train_4968,wrong_start_label,32,vẫn,70,I-ASP,B-ASP,70,75,vẫn r,aspect
uvisd4sa_train_4968,wrong_start_label,35, ,77,I-ASP,B-ASP,77,86," OK, mượt",aspect
uvisd4sa_train_4968,wrong_inside_label,37,",",80,B-ASP,I-ASP,77,86," OK, mượt",aspect
uvisd4sa_train_4969,wrong_start_label,12,Trâu,23,I-ASP,B-ASP,25,55,âu. Loa lớn lắm luôn. Màn hình,aspect
uvisd4sa_train_4969,wrong_inside_label,13,.,27,B-ASP,I-ASP,25,55,âu. Loa lớn lắm luôn. Màn hình,aspect
uvisd4sa_train_4970,wrong_start_label,9, ,20,I-ASP,B-ASP,20,45," được , màn hình vẫn chưa",aspect
uvisd4sa_train_4970,wrong_inside_label,11, ,25,B-ASP,I-ASP,20,45," được , màn hình vẫn chưa",aspect
uvisd4sa_train_4976,wrong_start_label,16,hơi,34,I-ASP,B-ASP,35,136,"ơi nhanh, màn hình đang sáng hơi tối lại dù ko giảm độ sáng. Đang sử dụng tự dưng màn hình đổi màu nh",aspect
uvisd4sa_train_4976,wrong_inside_label,19,",",43,B-ASP,I-ASP,35,136,"ơi nhanh, màn hình đang sáng hơi tối lại dù ko giảm độ sáng. Đang sử dụng tự dưng màn hình đổi màu nh",aspect
uvisd4sa_train_4979,wrong_start_label,16,wifi,33,I-ASP,B-ASP,36,88,"i hơi yếu, camera sau buổi ngày chụp ổn, buổi đêm th",aspect
uvisd4sa_train_4979,wrong_inside_label,17, ,37,B-ASP,I-ASP,36,88,"i hơi yếu, camera sau buổi ngày chụp ổn, buổi đêm th",aspect
uvisd4sa_train_4979,wrong_start_label,52,Vân,115,I-ASP,B-ASP,115,142,"Vân tay nhạy, thao tác mượt",aspect
uvisd4sa_train_4979,wrong_inside_label,57,",",127,B-ASP,I-ASP,115,142,"Vân tay nhạy, thao tác mượt",aspect
uvisd4sa_train_4980,wrong_start_label,5, ,11,I-ASP,B-ASP,11,21," tốt, pin ",aspect
uvisd4sa_train_4980,wrong_inside_label,7,",",15,B-ASP,I-ASP,11,21," tốt, pin ",aspect
uvisd4sa_train_4980,wrong_start_label,33,camera,66,I-ASP,B-ASP,71,128,"a sau và cả đèn flash, đã tắt âm nhưng lát lại tự động mở",aspect
uvisd4sa_train_4980,wrong_inside_label,34, ,72,B-ASP,I-ASP,71,128,"a sau và cả đèn flash, đã tắt âm nhưng lát lại tự động mở",aspect
uvisd4sa_train_4981,wrong_start_label,25,game,53,I-ASP,B-ASP,56,69,e ok. Dùng mư,aspect
uvisd4sa_train_4983,wrong_start_label,30,mượt,59,I-ASP,B-ASP,60,79,"ượt. Rất hài lòng, ",aspect
uvisd4sa_train_4983,wrong_inside_label,31,.,63,B-ASP,I-ASP,60,79,"ượt. Rất hài lòng, ",aspect
uvisd4sa_train_4985,wrong_inside_label,22,̣,41,B-ASP,I-ASP,34,43,Máy mượt,aspect
uvisd4sa_train_4985,wrong_inside_label,24, ,43,B-ASP,I-ASP,41,61,̣t pin trâu .vân tay,aspect
uvisd4sa_train_4986,wrong_start_label,21,6sPin,41,I-ASP,B-ASP,43,53,Pin khá ổn,aspect
uvisd4sa_train_4986,wrong_inside_label,22, ,46,B-ASP,I-ASP,43,53,Pin khá ổn,aspect
uvisd4sa_train_4986,wrong_start_label,21,6sPin,41,I-ASP,B-ASP,41,58,"6sPin khá ổn, màn",aspect
uvisd4sa_train_4986,wrong_inside_label,22, ,46,B-ASP,I-ASP,41,58,"6sPin khá ổn, màn",aspect
uvisd4sa_train_4989,wrong_start_label,33, ,66,I-ASP,B-ASP,66,117, khỏi ding lại được. Tính năng chụp màn hình nứt ng,aspect
uvisd4sa_train_4989,wrong_inside_label,41,.,85,B-ASP,I-ASP,66,117, khỏi ding lại được. Tính năng chụp màn hình nứt ng,aspect
uvisd4sa_train_4990,wrong_start_label,7,trâuGiá,13,I-ASP,B-ASP,17,36,Giá tiền phải chăng,aspect
uvisd4sa_train_4990,wrong_inside_label,8, ,20,B-ASP,I-ASP,17,36,Giá tiền phải chăng,aspect
uvisd4sa_train_4990,wrong_start_label,29,chụp,66,I-ASP,B-ASP,67,77,hụp săc né,aspect
uvisd4sa_train_4993,wrong_start_label,40,camera,91,I-ASP,B-ASP,91,106,camera tạm được,aspect
uvisd4sa_train_4993,wrong_inside_label,41, ,97,B-ASP,I-ASP,91,106,camera tạm được,aspect
uvisd4sa_train_4993,wrong_start_label,34,giực,78,I-ASP,B-ASP,81,95,c làng gì came,aspect
uvisd4sa_train_4993,wrong_inside_label,39, ,90,B-ASP,I-ASP,81,95,c làng gì came,aspect
uvisd4sa_train_4993,wrong_start_label,42,tạm,98,I-ASP,B-ASP,98,108,tạm được v,aspect
uvisd4sa_train_4993,wrong_inside_label,45, ,106,B-ASP,I-ASP,98,108,tạm được v,aspect
uvisd4sa_train_4994,wrong_start_label,8,động,20,I-ASP,B-ASP,22,40,"ng tốt, thiết kế m",aspect
uvisd4sa_train_4994,wrong_inside_label,11,",",28,B-ASP,I-ASP,22,40,"ng tốt, thiết kế m",aspect
uvisd4sa_train_4995,wrong_start_label,8, ,17,I-ASP,B-ASP,17,25," mượt, p",aspect
uvisd4sa_train_4995,wrong_inside_label,10,",",22,B-ASP,I-ASP,17,25," mượt, p",aspect
uvisd4sa_train_4995,wrong_start_label,21,định,40,I-ASP,B-ASP,43,71,"h, không lỗi vặt, pin xài tẹ",aspect
uvisd4sa_train_4995,wrong_inside_label,29,",",59,B-ASP,I-ASP,43,71,"h, không lỗi vặt, pin xài tẹ",aspect
uvisd4sa_train_5001,wrong_start_label,22, ,44,I-ASP,B-ASP,44,55, ảnh quay v,aspect
uvisd4sa_train_5001,wrong_start_label,27,video,54,I-ASP,B-ASP,57,84,"eo, pin sạc nhanh, chip xịn",aspect
uvisd4sa_train_5001,wrong_inside_label,28,",",59,B-ASP,I-ASP,57,84,"eo, pin sạc nhanh, chip xịn",aspect
