id,source,split,num_gt_spans,num_pred_spans,correct,missing_spans,extra_spans,text
viocd_test_456,viocd,test,2,0,0,[0:3:COMP] | [28:45:COMP],,"vấn đề hàn lâm nên để cho người vô có thể ngồi được một chút. người trong liên minh thì một tiếng, người ngoài liên minh chỉ 30p. chứ như thế này thì lợi cho người mạnh thôi. còn người yếu không ngóc "
viocd_test_457,viocd,test,0,0,1,,,"giao hàng nhanh, máy hoạt động tốt, tuy nhiên đóng gói cần bọc chống sốc cho an toàn, lần sau ủng hộ  cửa hàng"
viocd_test_458,viocd,test,0,0,1,,,sao không có hàng tặng ạ
viocd_test_459,viocd,test,0,0,1,,,không nhìn kĩ hoá ra son tung của
viocd_test_460,viocd,test,1,0,0,[20:25:COMP],,"ban  quả nó trị xem lại xem mình nạp gói 500 gem,gói 1,99$ thông báo nạp thành công,tài khoải trừ mà gem không có ạ? xem lại giùm cái"
viocd_test_461,viocd,test,1,1,0,[7:17:COMP],[8:10:COMP],hàng đúng với tầm giá sale . chứ bán đúng giá thật thì chất lượng quá kém
viocd_test_462,viocd,test,0,0,1,,,dê tăng rất luong nguoi dung can có tinh năng kiếm tiền vao trường hợp gì  se giờ  quả  va g yêu p ich cho bộ y tế trg tôi điem giờ tại
viocd_test_466,viocd,test,2,0,0,[4:24:COMP] | [36:42:COMP],,máy mới mua mà kiểm tra trong mục hình ảnh đã có người dùng Chup gì  ảnh trước đó từ 2018 rất nhiều hình ảnh.giải quyết vấn đề này giúp tôi.và mỗi lần liên lạc với lazađa thi cuc ki uc che.k nhắn tin 
viocd_test_467,viocd,test,4,5,0,[1:6:COMP],[0:6:COMP] | [25:28:COMP],game thiếu công bằng với member. phân biệt top nạp và dân cày. khiếu nại admin chỉ  trả lời  qua loa cho xong vấn đề. khá thất vọng!! khuyên các bạn có ý định tải game về chơi. khi chơi không nên gây 
viocd_test_468,viocd,test,2,1,0,[25:47:COMP] | [48:68:COMP],[47:68:COMP],tôi đã mua phần mềm. tôi học phần giao tiếp cho người mới bắt đầu. học phần  where are you from  đến hội thoại 1. mặc dù tôi đã hoàn thành hết phần từ vựng nhưng phần mềm vẫn báo là 0% chưa học phần t
viocd_test_470,viocd,test,2,1,0,[0:3:COMP] | [6:16:COMP],[6:12:COMP],"cần cải thiện phần luyện tậo, làm xong không biết mình sai cái gì đó ạ... cần đáp án hoặc bài giải thích để học viên biết ạ"
viocd_test_471,viocd,test,1,0,0,[12:28:COMP],,"đồ hoạ quá đẹp nhưng... tôi xin nhà phát triểu sửa lại lỗi hình vuông màu tím,tôi chẳng chs  được  gì cả nhân vật tôi còn hom hiện😣 mong nhà phát triển sửa lại."
viocd_test_472,viocd,test,1,0,0,[4:10:COMP],,sao da mình dùng bị ngứa và nổi mẩn đỏ. có nhân viên nào tư vấn cho mình trườg hợp này ko?
viocd_test_476,viocd,test,0,0,1,,,"giao hàng nhanh, mà quận  cỡ  mình hơi nhỏ hơn rất với  cỡ  mình bình thường nếu đặt nên đặt dư một  cỡ  rất với  cỡ  bình thường"
viocd_test_480,viocd,test,5,0,0,[16:23:COMP] | [52:59:COMP] | [45:49:COMP] | [10:14:COMP] | [60:63:COMP],,tôi đang xài  không em 9 và ứng dụng line thường hay xãy ra tình trạng không thông báo có tin nhắn của bạn bè cũng như đối tác của tôi gửi yin nhắn tới .cách đây mấy tháng  không em 9 của tôi cũng gặp
viocd_test_481,viocd,test,2,0,0,[9:13:COMP] | [54:61:COMP],,"mình thấy game này rất vui và hay nhưng hơi nhiều mb thôi nếu giảm xuống một tý thì ai cũng có thể tải về chơi , nếu như cái điện thoại của một người nào mà ít mb vẫn thể tải được 😊 dù sao đi nữa thì "
viocd_test_482,viocd,test,0,1,0,,[7:17:COMP],về vấn đề học hàn lâm nên giới hạn quan phẩm cao không được học ở lớp do quan phẩm thấp mở . về cửa tiệm đạo cụ đã có bán thì nên tổ chức thu mua theo giá trị trừ % lợi nhuận của cửa hàng thì game có 
viocd_test_483,viocd,test,1,2,0,[0:7:COMP],[0:3:COMP] | [4:7:COMP],đặt  cỡ  41 mà giao  cỡ  37
viocd_test_484,viocd,test,0,1,0,,[15:20:COMP],"tạm . mà toàn chữ gì ấy , không phải chữ hira hay kata . không dịch nhật việt  được"
viocd_test_485,viocd,test,3,1,0,[30:37:COMP] | [13:17:COMP],,nhiều từ dịch sai. ví dụ từ いしゃ là bác sỹ thì lại dịch là  đi . câu tomさん は いしゃ です。 nghĩa là tom là bác sỹ thì lại dịch là tom không có ở đây. mong admin xem lại
viocd_test_486,viocd,test,3,2,0,[0:3:COMP] | [33:42:COMP],[0:2:COMP],"quá tệ, tài khoản của mình dùng đã mấy năm. mình tin tưởng facebook nên lưu trữ tất cả những hình ảnh và kỉ niệm của mình lên bỗng một ngày đẹp trời tài khoản của mình bị vô hiệu hoá yêu cầu xác minh "
viocd_test_491,viocd,test,0,0,1,,,giao hàng nhanh đóng gói cẩn thật nhưng camera điện thoại bị lệch còn máy thì phải dùng vài tuần với biết được
viocd_test_492,viocd,test,2,1,0,[0:3:COMP] | [20:24:COMP],[0:1:COMP],"không có nhãn hiệu in trên dép như hình  quả người cáo, hoang mang, với giá sale thì ổn nhưng giá 110k thì gắt."
viocd_test_495,viocd,test,0,0,1,,,cũng được nhưng không hài lòng
viocd_test_498,viocd,test,2,3,0,[26:32:COMP] | [5:15:COMP],[29:36:COMP] | [0:4:COMP] | [5:6:COMP],đã nạp gần 100k mà sao vi' traveLet lại không nhận một xu nào du bên ngân hàng đã báo trừ tiền... mong  được  bồi thường... mới ra mà làm ăn vậy sao ai dám nạp??
viocd_test_501,viocd,test,0,0,1,,,chất được nhiều màu không đẹp như ảnh lắm
viocd_test_503,viocd,test,1,2,0,[0:3:COMP],[2:12:COMP] | [0:2:COMP],vải xấu. hàng gửi về không đúng màu cũng không giống hình.
viocd_test_504,viocd,test,0,0,1,,,không đẹp vải mỏng
viocd_test_505,viocd,test,2,0,0,[53:55:COMP] | [16:20:COMP],,"mình nghĩ với phiên bản mới sách năm 2019 ngoài phần ktra từ vựng thôi thì chưa đủ & ổn, vì rõ ràng phiên bản 2019 có cả một kho cụm từ tanh rất cần thiết, hay & hữu dụng, nếu ngoài không trong sách t"
viocd_test_512,viocd,test,2,1,0,[17:24:COMP],,game chs rất ổn và được tự nhiên hôm qua bảo trì chúng mày  gì  đó xong ứng dụng Hct rất là nặng máy và chs game không  được  luôn cứ vô  được  một phút là bay ra.
viocd_test_514,viocd,test,0,0,1,,,hay và rất đặc sắc hay nhưng mà thỉnh thoảng mình không vào được
viocd_test_515,viocd,test,3,1,0,[57:63:COMP] | [42:57:COMP] | [33:42:COMP],[42:50:COMP],"aP để lại tính năng nghe đi nghe lại một track  được  không ạ! khi nào học viên nghe thuộc xong một track rồi học viên sẽ chuyển sang track tiếp theo, chứ tự tính năng động chuyển track phiền lắm ạ! c"
viocd_test_517,viocd,test,0,0,1,,,mẫu giống hình vải thì cứng nhưng phù hợp với giá tiền
viocd_test_518,viocd,test,0,0,1,,,giống mẫu được nhưng hơi mỏng
viocd_test_519,viocd,test,4,4,0,[52:57:COMP] | [40:42:COMP] | [18:32:COMP],[17:20:COMP] | [52:71:COMP] | [0:5:COMP],"chơi viễn chinh rất hay bị văng ra khỏi phòng mặc dù tôi là chủ phòng, mà toàn văng lúc chuẩn bị đánh boS, bị nhiều lần như thế rất khó chịu đề nghị admin xem xét và khắc phục lỗi này. đánh giá này tô"
viocd_test_522,viocd,test,2,0,0,[12:19:COMP] | [23:26:COMP],,chất lượng của kem chống nắng thì mình yên tâm rồi nhưng lần này giao hàng khá chậm và nhân viên giao hành không nhiệt tình.
viocd_test_523,viocd,test,0,0,1,,,"dùng tốt, nhưng nhanh hết  positive"
viocd_test_526,viocd,test,1,0,0,[2:3:COMP],,giao hàng chậm🤨
viocd_test_529,viocd,test,0,0,1,,,mình cho rằng là hãy cho cây súng vector quay lại và cả khả năng lắp  được  nòng 3 vào shOtgan mình rất mong nhà phát hành sẽ xem  được  ý kiến của mình ps:mình là người chơi frE fifre từ bản beta cho
viocd_test_530,viocd,test,2,0,0,[2:8:COMP] | [20:24:COMP],,cho   1star   ly do dat 1trang kem 1den ma giao 2den. da hộp thư đến  cửa hàng  được rồi ma giao  không dung mau
viocd_test_531,viocd,test,1,0,0,[59:69:COMP],,"game rất hay và tôi sẽ góp ý kiến của tôi là cập nhật lần sau tôi muốn chủ game mini world cập nhật thêm cái có thể điều khiển được xe, máy bay, trung quốc thuyền. nói đúng hơn là mình sẽ làm một cái "
viocd_test_535,viocd,test,1,0,0,[7:24:COMP],,sáng nay chơi vẫn bình thường nhưng khi tối vô lại thì tất cả các hiệu ứng đều hoá thành cục màu hồng! mong nhà phát triển game xem xét lại!
viocd_test_539,viocd,test,6,5,0,[28:39:COMP] | [13:16:COMP] | [19:22:COMP] | [5:11:COMP],[12:16:COMP] | [17:39:COMP] | [5:12:COMP],"dạo gần đây rất hay bị tự động xoá dữ liệu rồi bắt khôi phục lại, nhưng quá trình khôi phục dù tín hiệu wifi rất mạnh nhưng vẫn rất lâu, và thậm chí không tải được dữ liệu. đã gần cả tuần nay không xà"
viocd_test_540,viocd,test,2,1,0,[13:22:COMP] | [7:9:COMP],[6:23:COMP],đúng mẫu khá là ok. nhưng có vết rách trên vai áo .vãi hơi mỏng đường may cần tỉ mỉ một xíu .tạm ổn. mong  cửa hàng  coi hàng cẩn thận trước khi giao
viocd_test_542,viocd,test,0,2,0,,[0:3:COMP] | [6:9:COMP],không như  quả người cáo . hơi thất vọng
viocd_test_544,viocd,test,3,3,0,[22:39:COMP] | [7:9:COMP] | [10:21:COMP],[6:21:COMP] | [21:22:COMP] | [22:31:COMP],"đẹp hơn mong đợi. tuy nhiên một lỗi nhỏ ở cúc áo đầu tiên nó bị lệch làm lộ áo trong. và chun quần thì quá nhỏ, độ bền không cao. mặc  được  vài bữa là bị giãn liền. nói chung vẫn cho  cửa hàng  4 sao"
viocd_test_0,bio_splits,test,0,0,1,,,"dẹp xinh giá rẻ, đáng mua"
viocd_test_1,bio_splits,test,0,0,1,,,cách đọc is rất gOd đó.
viocd_test_2,bio_splits,test,0,0,1,,,"tôi rất thích ứng dụng này, nó giúp cho con tôi nhận biết được mọi thứ bằng tiếng anh và các ngôn ngữ khác.xin cảm ơn."
viocd_test_3,bio_splits,test,0,0,1,,,"vải đẹp, giao nhanh"
viocd_test_7,bio_splits,test,0,0,1,,,"son đẹp, mướt, màu này không lén da, rất tây , phù hợp với nhiều kiểu makeup"
viocd_test_9,bio_splits,test,0,0,1,,,máy tốt giao hàng nhanh chống tư vấn hiệu  quả
viocd_test_13,bio_splits,test,0,0,1,,,"đúng hình, đúng side, giống mô tả"
viocd_test_16,bio_splits,test,0,0,1,,,đóng gói kỹ đầy đủ rất được  cửa hàng
viocd_test_18,bio_splits,test,0,0,1,,,dễ thương  lắm ạ
viocd_test_19,bio_splits,test,0,0,1,,,"giao hàng nhanh, sản phẩm giao theo đúng đơn đặt hàng."
viocd_test_22,bio_splits,test,0,0,1,,,"vải mềm , mát . tôi rất hài lòng về  sản phẩm hẩm"
viocd_test_23,bio_splits,test,0,0,1,,,sét này rất dễ thương hợp với túi tiền mình cũng dễ tính hài lòng cho  cửa hàng   5star
viocd_test_24,bio_splits,test,0,0,1,,,đẹp lắm em được
viocd_test_26,bio_splits,test,0,0,1,,,sản phẩm rat tốt mìh su đúng  được  2ngày mụn giãm dág kể nha.
viocd_test_28,bio_splits,test,0,1,0,,[0:1:COMP],"không gì bàn cải, rẻ xuất xắc"
viocd_test_29,bio_splits,test,0,0,1,,,"dừng rất thích, sản phẩm giống với hình"
viocd_test_30,bio_splits,test,0,0,1,,,đóng gói đẹp nv giao hàng nhiệt tình
viocd_test_32,bio_splits,test,0,0,1,,,"đóng gói cẩn thận, kem chống nắng dùng tốt, phù hợp cho da H thiên dầu như tớ, khô ráo và lên tone nhẹ"
viocd_test_34,bio_splits,test,0,0,1,,,kích hoạt bảo hành cho mình  cửa hàng  ơi
viocd_test_36,bio_splits,test,0,0,1,,,dùng được 3 ngày nhưng cảm thấy rất hiệu  quả  à nha
viocd_test_43,bio_splits,test,0,0,1,,,"tốt, sản phẩm như hình."
viocd_test_45,bio_splits,test,0,0,1,,,"rẻ mà lại chất lượng. ưng lắm luôn. nghĩ có thể sẽ có bị lỗi ấy nhưng không hề, quần vẫn lên form cực xinh luôn. đáng mua"
viocd_test_46,bio_splits,test,0,0,1,,,rất đẹp và mềm môi
viocd_test_48,bio_splits,test,0,0,1,,,son len mau  đẹp
viocd_test_50,bio_splits,test,0,0,1,,,ứng dụng rất hay tôi có thể theo dõi tình hình dịch bệnh mọi lúc mọi nơi cảm ơn bộ y tế đã ra mắt aP này hi vọng chúng ta sẽ đẩy lùi dịch bệnh nguy hiểm này
viocd_test_51,bio_splits,test,0,0,1,,,cảm ơn các bạn đã làm ra trò chơi này tôi rất cảm ơn các bạn đã làm ra đây chơi này nên tôi rất yêu bạn chơi có thể kết bạn và nói chuyện bạn mình bất kỳ lúc nào và bây giờ đang nghỉ hè tôi muốn rất l
viocd_test_52,bio_splits,test,0,0,1,,,ủa sao tải rồi mà không có server để chơi mà mới đầu vô thấy game đánh nhau ùm sèo cũng hơi thú vị hi vọng game sẽ ra sever đánh giá  5star  luôn không nói nhiều
viocd_test_53,bio_splits,test,0,0,1,,,tôi muốn hỏi tại sao? tại sao? tại sao??? tại sao các bạn lại làm một game hay như vậy để những người đã có tí tủi như tôi cũng dành thời gian để chơi??? thật tiếc cho những ai vẫn còn mang tư duy cũ 
viocd_test_54,bio_splits,test,0,0,1,,,"rửa mặt xong thấy đã mịn va sáng hẳn, và rất nhiều bọt. đây là lần thứ nó mua hàng của senka. rất hài lòng"
viocd_test_56,bio_splits,test,0,0,1,,,tốt
viocd_test_61,bio_splits,test,0,0,1,,,"quần đẹp, vãi tốt 👍👍👍"
viocd_test_62,bio_splits,test,0,0,1,,,"hay có thể luyện viết kan gì i và có phần đọc báo. nhưng cho mình hỏi làm sao biết cách ghi khi tra từ ,viết lúc nó đổi hiragana lúc thì kan gì i, tôi chưa rõ lắm. mong giúp đỡ. cảm ơn."
viocd_test_63,bio_splits,test,0,0,1,,,ứng dụng dành học sinh trường tiểu học sơn định
viocd_test_64,bio_splits,test,0,0,1,,,mình thấy quần rất đệp 🙉🙉🙉 một chấm là say  cửa hàng  này rồi
viocd_test_65,bio_splits,test,0,2,0,,[57:64:COMP] | [9:14:COMP],mình nói ngắn gọn cho các bạn mà hay gặp lỗi văng game để sửa nhé. các bạn dùng android thì lên youtube xem cách bật chế độ nhà phát triển. sau đó vào chế độ này. tìm mục giới hạn các xử lí nền và chỉ
viocd_test_68,bio_splits,test,0,0,1,,,đóng goíi kỹ đúng mô tả
viocd_test_73,bio_splits,test,0,0,1,,,"ứng dụng rất hay, cảm ơn admin đã tạo ra ứng dụng này. tôi chỉ đánh giả kiểu ủng hộ chứ không phải bắc buộc đâu nhé, cân nhắc trước khi đánh giá ứng dụng này"
viocd_test_75,bio_splits,test,0,0,1,,,sản phảm hiệu  quả
viocd_test_77,bio_splits,test,0,0,1,,,"nếu ai muốn học tốt tiếng nhật thì nên tải ứng dụng này nhé, mình đã tải và được kohi tặng một quyển sách rất hay về tiếng nhật, đã thế lại còn gửi đến tận nhà nữa - ai không tải thì phí cả cuộc đời😙😙"
viocd_test_78,bio_splits,test,0,0,1,,,dép đẹp êm chân mình rất thích. mua hộ mọi người đều khen
viocd_test_79,bio_splits,test,0,0,1,,,"rửa sạch nhờn ,khô mặt mụn đang bị đỏ lun, rất hài lòng,sẽ ủng hộ tiếp"
viocd_test_80,bio_splits,test,0,0,1,,,hàng chính hãng. ngay sau khi sử dụng đã nhận  được  tin nhắn bảo hành của samsung. thật tuyệt.
viocd_test_82,bio_splits,test,0,0,1,,,sản phẩm tốt
viocd_test_83,bio_splits,test,0,0,1,,,tuyệt vời không gì để chê
viocd_test_85,bio_splits,test,0,0,1,,,chất liệu vải tốt màu cũng đẹp tớ bán hàng online nên sẽ ủng hộ  cửa hàng   cửa hàng  bán hàng chất lượng cho  cửa hàng   5star
viocd_test_91,bio_splits,test,0,0,1,,,"máy tốt, giao hàng 8 ngày sau khi đặt, máy fuLbox new, không biết kích hoạt bảo hành, ai chỉ em với"
viocd_test_93,bio_splits,test,0,0,1,,,quần  quá  đẹp y hì giờ mặt nạ nên mua 😘😘😍
viocd_test_94,bio_splits,test,0,0,1,,,áo quá đẹp luôn ạ
viocd_test_96,bio_splits,test,0,0,1,,,rất đẹp được lắm
viocd_test_98,bio_splits,test,0,0,1,,,"chất son siêu thích, mềm mịn vô cùng, môi mình hay bị khô nhưng tô son vào rất mượt, thích lắm. màu nâu đất pha đỏ nhìn lạ lạ. mua giá khuyến mãi chỉ còn 70k nhưng chất lượng ngoài mong đợi"
viocd_test_100,bio_splits,test,0,0,1,,,quần đẹp nhưng 1m6 mặc hơi ngắn
viocd_test_101,bio_splits,test,0,0,1,,,quần đẹp vải dày dặn dò có dãn tốt đóng gói cẩn thận rất ưng luôn giá cả còn họp lí lần sau sẽ ủng hộ  cửa hàng  tiếp
viocd_test_102,bio_splits,test,0,0,1,,,được ứng dụng rất tốt toi cam ơn nha san xuất
viocd_test_104,bio_splits,test,0,0,1,,,nhanh gọn chúng ta chỉ cần tải Ap về mở bluetOth và vị trí thì xd được ngay ! mặt nạ cùng chung tay góp sức diệt cov
viocd_test_107,bio_splits,test,0,0,1,,,"bộ sản phẩm được đóng gói cẩn thận,...rất được nhưng chưa sử dụng nên không biết kết  quả"
viocd_test_108,bio_splits,test,0,0,1,,,tinh chất giúp giảm thâm và nám đáng kể dù mới sử dụng. nên kết hợp với toNer của hada labo sẽ có hiệu  quả  rõ rệt.
viocd_test_111,bio_splits,test,0,0,1,,,em cực thích vitamin chị của melano. dù hàm lượng thấp nhưng dùng lâu dài và gắn bó thì ưng cực kỳ ạ
viocd_test_115,bio_splits,test,0,0,1,,,dùng  được  khoảng 15 ngày hơn rồi thấy nám chưa giảm rõ rệt lămz nhưng thấy da sáng và bóng hơn và có chút se khít lỗ chân lông
viocd_test_116,bio_splits,test,0,0,1,,,giao hàng nhanh  sản phẩm  thấy nhẹ chưa sử dụng không biết có hợp không
viocd_test_119,bio_splits,test,0,0,1,,,"máy chính hãng, nguyên seal, đẹp. chờ kích hoạt bảo hành"
viocd_test_121,bio_splits,test,0,0,1,,,trò chơi này rat vui va co thể rèn luyện cho đôi tay của mình nhanh hơn và nhiều hơn nữa là có những bài hát hay nữa tôi rất thích trò chơi này
viocd_test_124,bio_splits,test,0,0,1,,,"tuỳ với mỗi loại da mà có tác dụng khác nhau. da của mình rất hợp với loại sản phẩm này, dùng rất hiệu  quả . bên cạnh đó khi mua một bộ như thế này rất tiết kiệm, rẻ hơn nhiều rất với mua lẻ từng sản"
viocd_test_126,bio_splits,test,0,0,1,,,ứng dụng này có đảm bảo bảo mật thông tin cá nhân của người dùng không và dựa trên nguyên tắc nào để tin tưởng cho bảo mật đó?!
viocd_test_127,bio_splits,test,0,0,1,,,"sản phẩm  dưỡng ẩm, se lỗ chân lông (đặc biệt tốt khi dùng kèm lotion). dùng lâu thấy có trắng lên chút đó"
viocd_test_128,bio_splits,test,0,0,1,,,số xài được lắm nhé
viocd_test_131,bio_splits,test,0,0,1,,,sản phẩm  được shipber nhiet tinh ..cam on..
viocd_test_132,bio_splits,test,0,0,1,,,vãi được lắm
viocd_test_133,bio_splits,test,0,0,1,,,aP hữu ích
viocd_test_134,bio_splits,test,0,0,1,,,sản phẩm đóng gói tốt. mùi thơm nhẹ. sử dụng ok. sẽ quay lại ủng hộ
viocd_test_135,bio_splits,test,0,0,1,,,"giao hàng nhanh , đón gói cẩn thận , hàng xài dịu nhẹ không gây kích ứng da ( trong quá trình sử dụng mình lỡ là dơ lọ thôi )"
viocd_test_137,bio_splits,test,0,0,1,,,vải được lăm nha ..vải mịn
viocd_test_139,bio_splits,test,0,0,1,,,hàng chính hãng đất yêu cầu đã dùng một tháng được
viocd_test_141,bio_splits,test,0,0,1,,,"quần cũng tạm được thôi, tiền nào của đó nhé mọi người"
viocd_test_144,bio_splits,test,0,0,1,,,son mền... lên chuẩn màu.... thích lắm lắm luôn
viocd_test_146,bio_splits,test,0,0,1,,,"quần cũng tạm được thôi, tiền nào của đó nhé mọi người"
viocd_test_147,bio_splits,test,0,0,1,,,game muốn thu nhập cao thì phải chiều lòng người chơi là phần nhiều sau đấy càng ngày họ sẽ càng yêu thích và cống hiến hết mình cho game lúc đấy sẽ nhiều người nạp game và thu nhập sẽ cao nếu như lúc
viocd_test_148,bio_splits,test,0,0,1,,,vãi tạm ổn
viocd_test_149,bio_splits,test,0,0,1,,,rất hợp với dáng em  5star   nhé
viocd_test_150,bio_splits,test,0,0,1,,,"tinh chất vitamin chị nhưng có chiết xuất thảo đậu khấu và bổ sung thêm vitamin em nữa, thực sự dùng cải thiện da khoẻ và sáng lên rất ổn luôn"
viocd_test_151,bio_splits,test,0,0,1,,,giao hàng nhanh
viocd_test_155,bio_splits,test,0,0,1,,,giao nhanh bất ngờ
viocd_test_159,bio_splits,test,0,0,1,,,sản phẩm được lắm
viocd_test_162,bio_splits,test,0,0,1,,,"đóng gói cẩn thận, chắc chắn. hàng giao nhanh, đặt ngày 136 mà 156 đã có hàng sản phẩm dùng rất thích, rất phù hợp với da của mình. lúc trước là chỉ mua lẻ một chai sữa rửa mặt nhưng giờ mua luôn hẳn "
viocd_test_163,bio_splits,test,0,0,1,,,áo in quá đẹp ạ
viocd_test_165,bio_splits,test,0,0,1,,,"rất thích , rất  đẹp tuyệt vời  , rất real , rất ..."
viocd_test_166,bio_splits,test,0,0,1,,,"tại sao các chốt kiểm soát của các tỉnh thành vẫn không chấp nhận phương pháp khai báo y tế bluezone, mà vẫn yêu viết giấy"
viocd_test_167,bio_splits,test,0,0,1,,,sản phẩm được lắm.. tặng 5 star
viocd_test_168,bio_splits,test,0,0,1,,,đóg gói cẩn thận  cửa hàng  thân thiện chiều khách hàng đáng tiền
viocd_test_169,bio_splits,test,0,0,1,,,thi thật có dạng như này hay khác vậy
viocd_test_171,bio_splits,test,0,0,1,,,đầm đẹp lắm nha  cửa hàng
viocd_test_176,bio_splits,test,0,0,1,,,"áo đẹp ,đúng mẫu ,đúng vải như hình mô tả mình 1m64 nặng 53 không mặc vừa  cỡ  xin lỗi . giao hàng đúng màu ,đúng  cỡ  ,giao hàng nhanh"
viocd_test_178,bio_splits,test,0,0,1,,,"aP có giao diện đẹp, chạy mượt, nội dung bài học đầy đủ, tiện ích giúp mọi người dễ dàng học tập"
viocd_test_180,bio_splits,test,0,0,1,,,sản phẩm đúng mẫu. đóng gói cẩn thận. chất lượng sản phẩm khá là tương đối
viocd_test_181,bio_splits,test,0,0,1,,,hàng rất đẹp
viocd_test_183,bio_splits,test,0,0,1,,,"giao hàng nhanh, đóng gói kĩ càng, dùng thử và có mùi chanh dịu nhẹ khá thích. mới xài nên chưa biết tác dụng ra sao.nếu tốt sau này sẽ quay lại mua tiếp"
viocd_test_184,bio_splits,test,0,0,1,,,"đúng chát, vãi mịn. nen mua."
viocd_test_188,bio_splits,test,0,0,1,,,bộ trị mụn thật sự có côg dụg giảm bớt. nhưng sản phẩm này muốn côg dụg thì da mặt ít mụn thì sẽ có tác dụg. da mặt mình ít mụn nên dùng cảm thấy dần giảm bớt.
viocd_test_191,bio_splits,test,0,0,1,,,quan mang rat được
viocd_test_193,bio_splits,test,0,0,1,,,chât lượng  5star
viocd_test_198,bio_splits,test,0,0,1,,,"giao hàng nhanh,  sản phẩm  chất lượng. tin dùng!"
viocd_test_199,bio_splits,test,0,0,1,,,vải tốt
viocd_test_201,bio_splits,test,0,0,1,,,"mình rất thích những sản phẩm của rohto đặt biệt là nhãn_hiệu C và hiện tại là tuýp thứ 2 rồi, tàn nhang của mình lâu năm nhưng thấy mờ hẳn."
viocd_test_202,bio_splits,test,0,0,1,,,"nguyên đai nguyên kiện , xài rất được ."
viocd_test_203,bio_splits,test,0,0,1,,,"mình sẽ giải thích hộ các bạn chưa biết đặt tên nhé. tên nhân vật chỉ có tối đa là 8 ký tự nao gồm cả dấu khoảng cách, nếu mặt nạ đặt tên chưa tới 8 ký tự mà nó hiện lên là không được để trống thì mặt"
viocd_test_205,bio_splits,test,0,0,1,,,"mới đặt hôm qua mà hôm nay đã có rồi, giao hàng cực nhanh. hàng mới nguyên seal luôn. với mức giá như thế thì không đòi hỏi gì thêm nữa. rate  5star   ủng hộ  cửa hàng"
viocd_test_206,bio_splits,test,0,0,1,,,"thật tuyệt vời. cảm ơn đội ngũ xây dựng game. mình có một thắc mắc nhỏ. ở phần luyện đọc kan gì i n3 bài 18, 届け出すđược viết lại là とどけでる. nó không được thống nhất."
viocd_test_209,bio_splits,test,0,0,1,,,vải đẹp giống hình giá tốt
viocd_test_212,bio_splits,test,0,0,1,,,"tôi mới cho bé học thử thấy bé rất thích thu và say sưa với các bài học . mỗi bài học đều kèm các hình rất thật giúp các bé dễ hình dung , cuối mỗi bài có bài cho bé ktra kiêbs thức học. tôi rất hài l"
viocd_test_216,bio_splits,test,0,0,1,,,ứng dụng rất tuyệt vời. vừa học vừa có trắc nghiệm để ôn tập.
viocd_test_219,bio_splits,test,0,0,1,,,dép đẹp y hình nha
viocd_test_222,bio_splits,test,0,0,1,,,dép đẹp giá rẻ mua lúc giảm giá mọi người nên mua cho  cửa hàng  nha mình thấy vừa ý tặng  5star
viocd_test_223,bio_splits,test,0,0,1,,,máy chưa được kích hoạt bảo hành
viocd_test_225,bio_splits,test,0,0,1,,,yêU!!!! đủ sạch nhưng không khô như chai xanh dương. còn có giảm mụn không thì dùng một thời gian mới đánh gia được
viocd_test_227,bio_splits,test,0,0,1,,,giao dung mau y hình ảnh  đẹp  rất voi gia tien
viocd_test_229,bio_splits,test,0,0,1,,,tuyệt vời!!! sản phẩm giúp người tự học có môi trường thực hành đủ 4 kỹ năng nghe nói đọc viết
viocd_test_230,bio_splits,test,0,0,1,,,đẹp lắm ạ sẽ mua thêm của  cửa hàng  lâu dài
viocd_test_231,bio_splits,test,0,0,1,,,hàng ưng lắm.tôi cảm ơn
viocd_test_233,bio_splits,test,0,0,1,,,không biết đã dùng đến chai thứu mấy rồi lúc trước mình cũng đã dùng qua rất nhiều loại nhưng ưng nhất vẫn là loại này 🤩
viocd_test_236,bio_splits,test,0,0,1,,,vải đẹp.hag được
viocd_test_237,bio_splits,test,0,0,1,,,đã nhận nguyên seal
viocd_test_239,bio_splits,test,0,0,1,,,sản phẩm đóng gói tỉ mỉ. ưng
viocd_test_240,bio_splits,test,0,0,1,,,sau 30p trải nghiệm thì quay lại cho  5star  ngay và luôn. vì sao á? vì ứng dụng này có thể tạo cho tôi sự hứng thú với việc học ngay từ khi bắt đầu. bảng chữ cái có viết mẫu từng nét và âm thanh đọc 
viocd_test_244,bio_splits,test,0,0,1,,,"đã nhận hàng nguyên seal, phụ kiện đầy đủ. nhờ  cửa hàng  kích hoạt bảo hành nhanh dùm. cám ơn"
viocd_test_247,bio_splits,test,0,0,1,,,hang  đẹp  dung nhu quang cao
viocd_test_253,bio_splits,test,0,0,1,,,chất liệu vải tốt. tôi rất thích.. anh sip dễ thương
viocd_test_255,bio_splits,test,0,0,1,,,rất hài lòng với  sản phẩm  đường may thật chắc không làm tôi thất vọng mà  5star  nhà  cửa hàng
viocd_test_257,bio_splits,test,0,0,1,,,chị nhận hàng rồi đẹp và được lắm
viocd_test_260,bio_splits,test,0,0,1,,,được như vậy thì giờ đây đã từng có
